Name_of_file,SEM_no,Bleached,BLEED_no,Date,COMMENTS,
MHR.2640.BLEED.1320,MHR.2640,YES,1320,,,
MHR.2641.BLEED.1286,MHR.2641,YES,1286,,,
MHR.2642.BLEED.1286,MHR.2642,YES,1286,,,
MHR.2643.BLEED.1313,MHR.2643,YES,1313,,,
MHR.2644.BLEED.1313,MHR.2644,YES,1313,,,
MHR.2645.BLEED.1314,MHR.2645,YES,1314,,,
MHR.2646.BLEED.1314,MHR.2646,YES,1314,,,
MHR.2647.BLEED.1308,MHR.2647,NO,1308,,,
MHR.2648.BLEED.1308,MHR.2648,NO,1308,,,
MHR.2649.BLEED.1306,MHR.2649,NO,1306,cyclostomes growing on sample,,
MHR.2650.BLEED.1306,MHR.2650,NO,1306,cyclostomes growing on sample,,
MHR.2651.BLEED.1297,MHR.2651,NO,1297,,,
MHR.2652.BLEED.1297,MHR.2652,NO,1297,,,
MHR.2653.BLEED.1312,MHR.2653,NO,1312,,,
MHR.2654.BLEED.1312,MHR.2654,NO,1312,,,
MHR.2655.BLEED.1292,MHR.2655,NO,1292,,,
MHR.2656.BLEED.1292,MHR.2656,NO,1292,,,
MHR.2657.BLEED.1291,MHR.2657,NO,1291,,,
MHR.2658.BLEED.1291,MHR.2658,NO,1291,,,
MHR.2659.BLEED.1293,MHR.2659,NO,1293,fouls another bryozoa,,
MHR.2660.BLEED.1293,MHR.2660,NO,1293,fouls another bryozoa,,
MHR.2661.BLEED.1311,MHR.2661,NO,1311,VOKSER PÅ ARACHNOPUSIA,,
MHR.2662.BLEED.1311,MHR.2662,NO,1311,VOKSER PÅ ARACHNOPUSIA,,
MHR.2663.BLEED.1310,MHR.2663,NO,1310,CELLEPORID PRESENT,,
MHR.2664.BLEED.1310,MHR.2664,NO,1310,CELLEPORID PRESENT,,
MHR.2665.BLEED.1317,MHR.2665,NO,1317,,,
MHR.2666.BLEED.1317,MHR.2666,NO,1317,,,
MHR.2667.BLEED.1321,MHR.2667,NO,1321,,,
MHR.2668.BLEED.1321,MHR.2668,NO,1321,,,
MHR.2669.BLEED.1315,MHR.2669,NO,1315,CHAPERIOPSIS? (15%) OG EXOCHELLA (10%),,
MHR.2670.BLEED.1315,MHR.2670,NO,1315,CHAPERIOPSIS? (15%) OG EXOCHELLA (10%),,
MHR.2671.BLEED.1318,MHR.2671,NO,1318,SMALL EXOCHELLA COLONIES (5%),,
MHR.2672.BLEED.1318,MHR.2672,NO,1318,SMALL EXOCHELLA COLONIES (5%),,
MHR.2673.BLEED.1319,MHR.2673,NO,1319,AETEA?,,
MHR.2674.BLEED.1319,MHR.2674,NO,1319,AETEA?,,
MHR.2675.BLEED.1304,MHR.2675,NO,1304,ERECT CHEILO PRESENT,,
MHR.2676.BLEED.1304,MHR.2676,NO,1304,ERECT CHEILO PRESENT,,
MHR.2677.BLEED.1303,MHR.2677,NO,1303,,,
MHR.2678.BLEED.1303,MHR.2678,NO,1303,,,
MHR.2679.BLEED.1323,MHR.2679,NO,1323,FOULS OTHER CHEILOS,,
MHR.2680.BLEED.1323,MHR.2680,NO,1323,FOULS OTHER CHEILOS,,
MHR.2681.BLEED.1296,MHR.2681,NO,1296,GROWS ON TOP OF ARACHNOPUSIA AND STEGINOPORELLA. ERECT CYCLOSTOME AND CHEILOSTOMES ALSO PRESENT,,
MHR.2682.BLEED.1296,MHR.2682,NO,1296,GROWS ON TOP OF ARACHNOPUSIA AND STEGINOPORELLA. ERECT CYCLOSTOME AND CHEILOSTOMES ALSO PRESENT,,
MHR.2683.BLEED.1322,MHR.2683,NO,1322,"FOULS PARASMITTINA? And AIMULOSIA, CYCLOSTOME ALSO PRESENT",,
MHR.2684.BLEED.1322,MHR.2684,NO,1322,"FOULS PARASMITTINA? And AIMULOSIA, CYCLOSTOME ALSO PRESENT",,
MHR.2685.BLEED.1316,MHR.2685,NO,1316,MACROPORA (25%) + SMALL CYCLOSTOMES,,
MHR.2686.BLEED.1316,MHR.2686,NO,1316,MACROPORA (25%) + SMALL CYCLOSTOMES,,
MHR.2687.BLEED.1307,MHR.2687,NO,1307,,,
MHR.2688.BLEED.1307,MHR.2688,NO,1307,,,
MHR.2689.BLEED.1325,MHR.2689,NO,1325,"ARACHNOPUSIA(15%), MACROPORA (15%)",,
MHR.2690.BLEED.1325,MHR.2690,NO,1325,"ARACHNOPUSIA(15%), MACROPORA (15%)",,
MHR.2691.BLEED.1287,MHR.2691,NO,1287,"VALDEMUNITELLA < 5%, PARASMITTINA BEING FOULED",,
MHR.2692.BLEED.1287,MHR.2692,NO,1287,"VALDEMUNITELLA < 5%, PARASMITTINA BEING FOULED",,
MHR.2693.BLEED.1326,MHR.2693,NO,1326,same substrate as 1327,,
MHR.2694.BLEED.1326,MHR.2694,NO,1326,same substrate as 1327,,
MHR.2695.BLEED.1327,MHR.2695,NO,1327,same substrate as 1326,,
MHR.2696.BLEED.1327,MHR.2696,NO,1327,same substrate as 1326,,
MHR.2697.BLEED.1282,MHR.2697,NO,1282,"COLONIES LIKE AIMULOSIA, PARASMITTINA?, CALYPTOTHECA, MICROPORELLA (< 5%) AND CYCLOSTOMES",,
MHR.2698.BLEED.1282,MHR.2698,NO,1282,"COLONIES LIKE AIMULOSIA, PARASMITTINA?, CALYPTOTHECA, MICROPORELLA (< 5%) AND CYCLOSTOMES",,
MHR.2699.BLEED.1324,MHR.2699,NO,1324,"FOULS MACROPORA, EXOCHELLA AND PARASMITTINA",,
MHR.2700.BLEED.1324,MHR.2700,NO,1324,"FOULS MACROPORA, EXOCHELLA AND PARASMITTINA",,
MHR.2701.BLEED.1298,MHR.2701,NO,1298,"microporal, calloporina, RHYNCHOZOON, AIMULOSIA?, FIGULARIA/FILAGURIA",,
MHR.2702.BLEED.1298,MHR.2702,NO,1298,"microporal, calloporina, RHYNCHOZOON, AIMULOSIA?, FIGULARIA/FILAGURIA",,
MHR.2703.BLEED.1292,MHR.2703,YES,1292,,,
MHR.2704.BLEED.1292,MHR.2704,YES,1292,,,
MHR.2705.BLEED.1297,MHR.2705,YES,1297,,,
MHR.2706.BLEED.1297,MHR.2706,YES,1297,,,
MHR.2707.BLEED.1306,MHR.2707,YES,1306,,,
MHR.2708.BLEED.1306,MHR.2708,YES,1306,,,
MHR.2709.BLEED.1291,MHR.2709,YES,1291,,,
MHR.2710.BLEED.1291,MHR.2710,YES,1291,,,
MHR.2711.BLEED.1308,MHR.2711,YES,1308,,,
MHR.2712.BLEED.1308,MHR.2712,YES,1308,,,
MHR.2713.BLEED.1312,MHR.2713,YES,1312,,,
MHR.2714.BLEED.1312,MHR.2714,YES,1312,,,
MHR.2715.BLEED.1317,MHR.2715,YES,1317,P. PUNCTIGERA,,
MHR.2716.BLEED.1317,MHR.2716,YES,1317,P. PUNCTIGERA,,
MHR.2717.BLEED.1318,MHR.2717,YES,1318,,,
MHR.2718.BLEED.1318,MHR.2718,YES,1318,,,
MHR.2719.BLEED.1296,MHR.2719,YES,1296,,,
MHR.2720.BLEED.1296,MHR.2720,YES,1296,,,
MHR.2721.BLEED.1293,MHR.2721,YES,1293,,,
MHR.2722.BLEED.1293,MHR.2722,YES,1293,,,
MHR.2723.BLEED.1321,MHR.2723,YES,1321,,,
MHR.2724.BLEED.1321,MHR.2724,YES,1321,,,
MHR.2725.BLEED.1322,MHR.2725,YES,1322,,,
MHR.2726.BLEED.1322,MHR.2726,YES,1322,,,
MHR.2727.BLEED.1310,MHR.2727,YES,1310,,,
MHR.2728.BLEED.1310,MHR.2728,YES,1310,,,
MHR.2729.BLEED.1304,MHR.2729,YES,1304,,,
MHR.2730.BLEED.1304,MHR.2730,YES,1304,,,
MHR.2731.BLEED.1287,MHR.2731,YES,1287,,,
MHR.2732.BLEED.1287,MHR.2732,YES,1287,,,
MHR.2733.BLEED.1307,MHR.2733,YES,1307,,,
MHR.2734.BLEED.1307,MHR.2734,YES,1307,,,
MHR.2735.BLEED.1311,MHR.2735,YES,1311,,,
MHR.2736.BLEED.1311,MHR.2736,YES,1311,,,
MHR.2737.BLEED.1319,MHR.2737,YES,1319,,,
MHR.2738.BLEED.1319,MHR.2738,YES,1319,,,
MHR.2739.BLEED.1303,MHR.2739,YES,1303,,,
MHR.2740.BLEED.1303,MHR.2740,YES,1303,,,
MHR.2741.BLEED.1323,MHR.2741,YES,1323,,,
MHR.2742.BLEED.1323,MHR.2742,YES,1323,,,
MHR.2743.BLEED.1326,MHR.2743,YES,1326,,,
MHR.2744.BLEED.1326,MHR.2744,YES,1326,,,
MHR.2745.BLEED.1327,MHR.2745,YES,1327,,,
MHR.2746.BLEED.1327,MHR.2746,YES,1327,,,
MHR.2747.BLEED.1316,MHR.2747,YES,1316,,,
MHR.2748.BLEED.1316,MHR.2748,YES,1316,,,
MHR.2749.BLEED.1325,MHR.2749,YES,1325,CALYPTOTHECA,,
MHR.2750.BLEED.1325,MHR.2750,YES,1325,CALYPTOTHECA,,
MHR.2751.BLEED.1298,MHR.2751,YES,1298,,,
MHR.2752.BLEED.1298,MHR.2752,YES,1298,,,
MHR.2753.BLEED.1324,MHR.2753,YES,1324,,,
MHR.2754.BLEED.1324,MHR.2754,YES,1324,,,
MHR.2755.BLEED.1282,MHR.2755,YES,1282,,,
MHR.2756.BLEED.1282,MHR.2756,YES,1282,,,
MHR.2757.BLEED.1283,MHR.2757,NO,1283,ERECT BRYOZOANS AND CELLEPORIDS,,
MHR.2758.BLEED.1283,MHR.2758,NO,1283,ERECT BRYOZOANS AND CELLEPORIDS,,
MHR.2759.BLEED.1301,MHR.2759,NO,1301,"EXOCHELLA NOT ESCHARELLA. CYCLOSTOMES, ERECT CHEILOS AND OTHER CHEILOS",,
MHR.2760.BLEED.1301,MHR.2760,NO,1301,"EXOCHELLA NOT ESCHARELLA. CYCLOSTOMES, ERECT CHEILOS AND OTHER CHEILOS",,
MHR.2761.BLEED.1263,MHR.2761,NO,1263,CYCLOSTOMES,,
MHR.2762.BLEED.1263,MHR.2762,NO,1263,CYCLOSTOMES,,
MHR.2763.BLEED.1290,MHR.2763,NO,1290,CYCLOSTOMES,,
MHR.2764.BLEED.1290,MHR.2764,NO,1290,CYCLOSTOMES,,
MHR.2765.BLEED.1408,MHR.2765,NO,1408,PLENTY OF OTHER CHEILOSTOMES PRESENT,,
MHR.2766.BLEED.1408,MHR.2766,NO,1408,PLENTY OF OTHER CHEILOSTOMES PRESENT,,
MHR.2767.BLEED.1294,MHR.2767,NO,1294,LOTS OF OTHER CHEILOS,,
MHR.2768.BLEED.1294,MHR.2768,NO,1294,LOTS OF OTHER CHEILOS,,
MHR.2769.BLEED.1295,MHR.2769,NO,1295,"COSCINIOPSIS?, CREPIDACANTHA + OTHER CHEILOS",,
MHR.2770.BLEED.1295,MHR.2770,NO,1295,"COSCINIOPSIS?, CREPIDACANTHA + OTHER CHEILOS",,
MHR.2771.BLEED.1301,MHR.2771,NO,1301,HIPPOMENELLA SCRAPED. LOTS OF CHEILOS AND CYCLOS ON SUBSTRATE,,
MHR.2772.BLEED.1301,MHR.2772,NO,1301,HIPPOMENELLA SCRAPED. LOTS OF CHEILOS AND CYCLOS ON SUBSTRATE,,
MHR.2773.BLEED.1421,MHR.2773,NO,1421,HIPPOMENELLA AND OTHER CHEILO(S) PRESENT,,
MHR.2774.BLEED.1421,MHR.2774,NO,1421,HIPPOMENELLA AND OTHER CHEILO(S) PRESENT,,
MHR.2775.BLEED.1334,MHR.2775,NO,1334,CHEILO AND CYCLOS,,
MHR.2776.BLEED.1334,MHR.2776,NO,1334,CHEILO AND CYCLOS,,
MHR.2777.BLEED.1363,MHR.2777,NO,1363,FOULS STEGINOPORELLA (WHO FOULS ANASCAN),,
MHR.2778.BLEED.1363,MHR.2778,NO,1363,FOULS STEGINOPORELLA (WHO FOULS ANASCAN),,
MHR.2779.BLEED.1362,MHR.2779,NO,1362,OTHER CHEILOS GROWS UNDERNEATH,,
MHR.2780.BLEED.1362,MHR.2780,NO,1362,OTHER CHEILOS GROWS UNDERNEATH,,
MHR.2781.BLEED.1374,MHR.2781,NO,1374,,,
MHR.2782.BLEED.1374,MHR.2782,NO,1374,,,
MHR.2783.BLEED.1380,MHR.2783,NO,1380,MICROPORA FOULING,,
MHR.2784.BLEED.1380,MHR.2784,NO,1380,MICROPORA FOULING,,
MHR.2785.BLEED.1375,MHR.2785,NO,1375,MICROPORA PRESENT,,
MHR.2786.BLEED.1375,MHR.2786,NO,1375,MICROPORA PRESENT,,
MHR.2787.BLEED.1340,MHR.2787,NO,1340,,,
MHR.2788.BLEED.1340,MHR.2788,NO,1340,,,
MHR.2789.BLEED.1381,MHR.2789,NO,1381,ERECT  BRYOZOA,,
MHR.2790.BLEED.1381,MHR.2790,NO,1381,ERECT  BRYOZOA,,
MHR.2791.BLEED.1352,MHR.2791,NO,1352,CHAPERIOPSIS AND OTHER CHEILOS,,
MHR.2792.BLEED.1352,MHR.2792,NO,1352,CHAPERIOPSIS AND OTHER CHEILOS,,
MHR.2793.BLEED.1343,MHR.2793,NO,1343,,,
MHR.2794.BLEED.1343,MHR.2794,NO,1343,,,
MHR.2795.BLEED.1373,MHR.2795,NO,1373,FOULED BY BEANIA?,,
MHR.2796.BLEED.1373,MHR.2796,NO,1373,FOULED BY BEANIA?,,
MHR.2797.BLEED.1364,MHR.2797,NO,1364,,,
MHR.2798.BLEED.1364,MHR.2798,NO,1364,,,
MHR.2799.BLEED.1335,MHR.2799,NO,1335,FOULS CELLEPORID/CHEILO,,
MHR.2800.BLEED.1335,MHR.2800,NO,1335,FOULS CELLEPORID/CHEILO,,
MHR.2801.BLEED.1346,MHR.2801,NO,1346,CYCLO FOULS,,
MHR.2802.BLEED.1346,MHR.2802,NO,1346,CYCLO FOULS,,
MHR.2803.BLEED.1379,MHR.2803,NO,1379,ERECT BUSH LIKE CHEILO,,
MHR.2804.BLEED.1379,MHR.2804,NO,1379,ERECT BUSH LIKE CHEILO,,
MHR.2805.BLEED.1378,MHR.2805,NO,1378,CELLARIAN LIKE COLONIES + CHAPERIOPSIS FOULING,,
MHR.2806.BLEED.1378,MHR.2806,NO,1378,CELLARIAN LIKE COLONIES + CHAPERIOPSIS FOULING,,
MHR.2807.BLEED.1356,MHR.2807,NO,1356,OTHER CHEILOS PRESENT,,
MHR.2808.BLEED.1356,MHR.2808,NO,1356,OTHER CHEILOS PRESENT,,
MHR.2809.BLEED.1350,MHR.2809,NO,1350,"FOULS STEGINOPORELLA, CELLEPORID AND OTHER CHEILO PRESENT",,
MHR.2810.BLEED.1350,MHR.2810,NO,1350,"FOULS STEGINOPORELLA, CELLEPORID AND OTHER CHEILO PRESENT",,
MHR.2811.BLEED.1368,MHR.2811,NO,1368,"MICROPORA, CYCLOSTOMES, ERECT CHEILO",,
MHR.2812.BLEED.1368,MHR.2812,NO,1368,"MICROPORA, CYCLOSTOMES, ERECT CHEILO",,
MHR.2813.BLEED.1347,MHR.2813,NO,1347,OTHER CHEILOS (ERECT) PRESENT,,
MHR.2814.BLEED.1347,MHR.2814,NO,1347,OTHER CHEILOS (ERECT) PRESENT,,
MHR.2815.BLEED.1348,MHR.2815,NO,1348,OTHER CHEILO FOULING,,
MHR.2816.BLEED.1348,MHR.2816,NO,1348,OTHER CHEILO FOULING,,
MHR.2817.BLEED.1331,MHR.2817,NO,1331,,,
MHR.2818.BLEED.1331,MHR.2818,NO,1331,,,
MHR.2819.BLEED.1360,MHR.2819,NO,1360,,,
MHR.2820.BLEED.1360,MHR.2820,NO,1360,,,
MHR.2821.BLEED.1628,MHR.2821,NO,1628,,,
MHR.2822.BLEED.1628,MHR.2822,NO,1628,,,
MHR.2823.BLEED.1651,MHR.2823,NO,1651,,,
MHR.2824.BLEED.1651,MHR.2824,NO,1651,,,
MHR.2825.BLEED.1568,MHR.2825,NO,1568,,,
MHR.2826.BLEED.1568,MHR.2826,NO,1568,,,
MHR.2827.BLEED.1652,MHR.2827,NO,1652,,,
MHR.2828.BLEED.1652,MHR.2828,NO,1652,,,
MHR.2829.BLEED.1616,MHR.2829,NO,1616,,,
MHR.2830.BLEED.1616,MHR.2830,NO,1616,,,
MHR.2831.BLEED.1328,MHR.2831,NO,1328,,,
MHR.2832.BLEED.1328,MHR.2832,NO,1328,,,
MHR.2833.BLEED.1367,MHR.2833,NO,1367,,,
MHR.2834.BLEED.1367,MHR.2834,NO,1367,,,
MHR.2835.BLEED.1623,MHR.2835,NO,1623,,,
MHR.2836.BLEED.1623,MHR.2836,NO,1623,,,
MHR.2837.BLEED.1625,MHR.2837,NO,1625,CHAPERIOPSIS PRESENT,,
MHR.2838.BLEED.1625,MHR.2838,NO,1625,CHAPERIOPSIS PRESENT,,
MHR.2839.BLEED.1376,MHR.2839,NO,1376,,,
MHR.2840.BLEED.1376,MHR.2840,NO,1376,,,
MHR.2841.BLEED.1639,MHR.2841,NO,1639,CYCLOSTOMES & SMITTINID,,
MHR.2842.BLEED.1639,MHR.2842,NO,1639,CYCLOSTOMES & SMITTINID,,
MHR.2843.BLEED.1393,MHR.2843,NO,1393,,,
MHR.2844.BLEED.1393,MHR.2844,NO,1393,,,
MHR.2845.BLEED.1618,MHR.2845,NO,1618,,,
MHR.2846.BLEED.1618,MHR.2846,NO,1618,,,
MHR.2847.BLEED.1428,MHR.2847,NO,1428,,,
MHR.2848.BLEED.1428,MHR.2848,NO,1428,,,
MHR.2849.BLEED.1395,MHR.2849,NO,1395,,,
MHR.2850.BLEED.1395,MHR.2850,NO,1395,,,
MHR.2851.BLEED.1653,MHR.2851,NO,1653,,,
MHR.2852.BLEED.1653,MHR.2852,NO,1653,,,
MHR.2853.BLEED.1419,MHR.2853,NO,1419,,,
MHR.2854.BLEED.1419,MHR.2854,NO,1419,,,
MHR.2855.BLEED.1427,MHR.2855,NO,1427,,,
MHR.2856.BLEED.1427,MHR.2856,NO,1427,,,
MHR.2857.BLEED.1658,MHR.2857,NO,1658,CHAPERIOPSIS?,,
MHR.2858.BLEED.1658,MHR.2858,NO,1658,CHAPERIOPSIS?,,
MHR.2859.BLEED.1523,MHR.2859,NO,1523,,,
MHR.2860.BLEED.1523,MHR.2860,NO,1523,,,
MHR.2861.BLEED.1631,MHR.2861,YES,1631,NOT BLEACHED BUT SOFT MATERIAL HAD PEELED OFF,,
MHR.2862.BLEED.1631,MHR.2862,YES,1631,NOT BLEACHED BUT SOFT MATERIAL HAD PEELED OFF,,
MHR.2863.BLEED.1299,MHR.2863,NO,1299,,,
MHR.2864.BLEED.1299,MHR.2864,NO,1299,,,
MHR.2865.BLEED.1301,MHR.2865,NO,1301,,,
MHR.2866.BLEED.1301,MHR.2866,NO,1301,,,
MHR.2867.BLEED.1301a,MHR.2867,NO,1301a,,,
MHR.2868.BLEED.1301a,MHR.2868,NO,1301a,,,
MHR.2869.BLEED.1302,MHR.2869,NO,1302,,,
MHR.2870.BLEED.1302,MHR.2870,NO,1302,,,
MHR.2871.BLEED.1354,MHR.2871,NO,1354,,,
MHR.2872.BLEED.1354,MHR.2872,NO,1354,,,
MHR.2873.BLEED.1330,MHR.2873,NO,1330,,,
MHR.2874.BLEED.1330,MHR.2874,NO,1330,,,
MHR.2875.BLEED.1394,MHR.2875,NO,1394,,,
MHR.2876.BLEED.1394,MHR.2876,NO,1394,,,
MHR.2877.BLEED.1348,MHR.2877,NO,1348,,,
MHR.2878.BLEED.1348,MHR.2878,NO,1348,,,
MHR.2879.BLEED.1642,MHR.2879,NO,1642,,,
MHR.2880.BLEED.1642,MHR.2880,NO,1642,,,
MHR.2881.BLEED.1617,MHR.2881,NO,1617,,,
MHR.2882.BLEED.1617,MHR.2882,NO,1617,,,
MHR.2883.BLEED.1398,MHR.2883,NO,1398,,,
MHR.2884.BLEED.1398,MHR.2884,NO,1398,,,
MHR.2885.BLEED.1584,MHR.2885,NO,1584,,,
MHR.2886.BLEED.1584,MHR.2886,NO,1584,,,
MHR.2887.BLEED.1600,MHR.2887,NO,1600,,,
MHR.2888.BLEED.1600,MHR.2888,NO,1600,,,
MHR.2889.BLEED.1640,MHR.2889,NO,1640,,,
MHR.2890.BLEED.1640,MHR.2890,NO,1640,,,
MHR.2891.BLEED.1616,MHR.2891,YES,1616,,,
MHR.2892.BLEED.1616,MHR.2892,YES,1616,,,
MHR.2893.BLEED.1652,MHR.2893,YES,1652,,,
MHR.2894.BLEED.1652,MHR.2894,YES,1652,,,
MHR.2895.BLEED.1628,MHR.2895,YES,1628,,,
MHR.2896.BLEED.1628,MHR.2896,YES,1628,,,
MHR.2897.BLEED.1395,MHR.2897,YES,1395,,,
MHR.2898.BLEED.1395,MHR.2898,YES,1395,,,
MHR.2899.BLEED.1379,MHR.2899,YES,1379,,,
MHR.2900.BLEED.1379,MHR.2900,YES,1379,,,
MHR.2901.BLEED.1618,MHR.2901,YES,1618,,,
MHR.2902.BLEED.1618,MHR.2902,YES,1618,,,
MHR.2903.BLEED.1378,MHR.2903,YES,1378,,,
MHR.2904.BLEED.1378,MHR.2904,YES,1378,,,
MHR.2905.BLEED.1651,MHR.2905,YES,1651,,,
MHR.2906.BLEED.1651,MHR.2906,YES,1651,,,
MHR.2907.BLEED.1519,MHR.2907,NO,1519,,,
MHR.2908.BLEED.1519,MHR.2908,NO,1519,,,
MHR.2909.BLEED.1541,MHR.2909,NO,1541,,,
MHR.2910.BLEED.1541,MHR.2910,NO,1541,,,
MHR.2911.BLEED.1498,MHR.2911,NO,1498,,,
MHR.2912.BLEED.1498,MHR.2912,NO,1498,,,
MHR.2913.BLEED.1418,MHR.2913,NO,1418,,,
MHR.2914.BLEED.1418,MHR.2914,NO,1418,,,
MHR.2915.BLEED.1630,MHR.2915,NO,1630,,,
MHR.2916.BLEED.1630,MHR.2916,NO,1630,,,
MHR.2917.BLEED.1617,MHR.2917,YES,1617,,,
MHR.2918.BLEED.1617,MHR.2918,YES,1617,,,
MHR.2919.BLEED.1639,MHR.2919,YES,1639,,,
MHR.2920.BLEED.1639,MHR.2920,YES,1639,,,
MHR.2921.BLEED.1398,MHR.2921,YES,1398,,,
MHR.2922.BLEED.1398,MHR.2922,YES,1398,,,
MHR.2923.BLEED.1335,MHR.2923,YES,1335,,,
MHR.2924.BLEED.1335,MHR.2924,YES,1335,,,
MHR.2925.BLEED.1393,MHR.2925,YES,1393,,,
MHR.2926.BLEED.1393,MHR.2926,YES,1393,,,
MHR.2927.BLEED.1301a,MHR.2927,YES,1301A,,,
MHR.2928.BLEED.1301a,MHR.2928,YES,1301A,,,
MHR.2929.BLEED.1568,MHR.2929,NO,1568,,,
MHR.2930.BLEED.1568,MHR.2930,NO,1568,,,
MHR.2931.BLEED.1547,MHR.2931,NO,1547,,,
MHR.2932.BLEED.1547,MHR.2932,NO,1547,,,
MHR.2933.BLEED.1523,MHR.2933,YES,1523,,,
MHR.2934.BLEED.1523,MHR.2934,YES,1523,,,
MHR.2935.BLEED.1330,MHR.2935,YES,1330,,,
MHR.2936.BLEED.1330,MHR.2936,YES,1330,,,
MHR.2937.BLEED.1630,MHR.2937,YES,1630,,,
MHR.2938.BLEED.1630,MHR.2938,YES,1630,,,
MHR.2939.BLEED.1519,MHR.2939,YES,1519,,,
MHR.2940.BLEED.1519,MHR.2940,YES,1519,,,
MHR.2941.BLEED.1418,MHR.2941,YES,1418,,,
MHR.2942.BLEED.1418,MHR.2942,YES,1418,,,
MHR.2943.BLEED.1640,MHR.2943,YES,1640,,,
MHR.2944.BLEED.1640,MHR.2944,YES,1640,,,
MHR.2945.BLEED.1498,MHR.2945,YES,1498,,,
MHR.2946.BLEED.1498,MHR.2946,YES,1498,,,
MHR.2947.BLEED.1349,MHR.2947,NO,1349,,,
MHR.2948.BLEED.1349,MHR.2948,NO,1349,,,
MHR.2949.BLEED.1329,MHR.2949,NO,1329,,,
MHR.2950.BLEED.1329,MHR.2950,NO,1329,,,
MHR.2951.BLEED.1635,MHR.2951,NO,1635,,,
MHR.2952.BLEED.1635,MHR.2952,NO,1635,,,
MHR.2953.BLEED.1626,MHR.2953,NO,1626,,,
MHR.2954.BLEED.1626,MHR.2954,NO,1626,,,
MHR.2955.BLEED.1344,MHR.2955,NO,1344,,,
MHR.2956.BLEED.1344,MHR.2956,NO,1344,,,
MHR.2957.BLEED.1382,MHR.2957,NO,1382,,,
MHR.2958.BLEED.1382,MHR.2958,NO,1382,,,
MHR.2959.BLEED.1466,MHR.2959,NO,1466,"OBS: VOUCHER FOR 1661 SETOSELLINA (IKKE MER IGJEN AV ISOLERINGSPRØVE, SÅ MÅ TA SEM AV DENNE)",,
MHR.2960.BLEED.1466,MHR.2960,NO,1466,"OBS: VOUCHER FOR 1661 SETOSELLINA (IKKE MER IGJEN AV ISOLERINGSPRØVE, SÅ MÅ TA SEM AV DENNE)",,
MHR.2961.BLEED.1329,MHR.2961,YES,1329,,,
MHR.2962.BLEED.1329,MHR.2962,YES,1329,,,
MHR.2963.BLEED.1658,MHR.2963,YES,1658,,,
MHR.2964.BLEED.1658,MHR.2964,YES,1658,,,
MHR.2965.BLEED.1584,MHR.2965,YES,1584,,,
MHR.2966.BLEED.1584,MHR.2966,YES,1584,,,
MHR.2967.BLEED.1541,MHR.2967,YES,1541,,,
MHR.2968.BLEED.1541,MHR.2968,YES,1541,,,
MHR.2969.BLEED.1367,MHR.2969,YES,1367,,,
MHR.2970.BLEED.1367,MHR.2970,YES,1367,,,
MHR.2971.BLEED.1349,MHR.2971,YES,1349,,,
MHR.2972.BLEED.1349,MHR.2972,YES,1349,,,
MHR.2973.BLEED.1663,MHR.2973,NO,1663,,,
MHR.2974.BLEED.1663,MHR.2974,NO,1663,,,
MHR.2975.BLEED.1662,MHR.2975,NO,1662,,,
MHR.2976.BLEED.1662,MHR.2976,NO,1662,,,
MHR.2977.BLEED.1460,MHR.2977,NO,1460,,,
MHR.2978.BLEED.1460,MHR.2978,NO,1460,,,
MHR.2979.BLEED.1434,MHR.2979,NO,1434,,,
MHR.2980.BLEED.1434,MHR.2980,NO,1434,,,
MHR.2981.BLEED.1532,MHR.2981,NO,1532,,,
MHR.2982.BLEED.1532,MHR.2982,NO,1532,,,
MHR.2983.BLEED.1664,MHR.2983,NO,1664,,,
MHR.2984.BLEED.1664,MHR.2984,NO,1664,x50 instead of x80,,
MHR.2985.BLEED.1464,MHR.2985,NO,1464,,,
MHR.2986.BLEED.1464,MHR.2986,NO,1464,,,
MHR.2987.BLEED.1494,MHR.2987,NO,1494,,,
MHR.2988.BLEED.1494,MHR.2988,NO,1494,,,
MHR.2989.BLEED.1424,MHR.2989,NO,1424,,,
MHR.2990.BLEED.1424,MHR.2990,NO,1424,,,
MHR.2991.BLEED.1423,MHR.2991,NO,1423,,,
MHR.2992.BLEED.1423,MHR.2992,NO,1423,,,
MHR.2993.BLEED.1429,MHR.2993,NO,1429,,,
MHR.2994.BLEED.1429,MHR.2994,NO,1429,,,
MHR.2995.BLEED.1436,MHR.2995,NO,1436,,,
MHR.2996.BLEED.1436,MHR.2996,NO,1436,,,
MHR.2997.BLEED.1432,MHR.2997,NO,1432,,,
MHR.2998.BLEED.1432,MHR.2998,NO,1432,,,
MHR.2999.BLEED.1589,MHR.2999,NO,1589,,,
MHR.3000.BLEED.1589,MHR.3000,NO,1589,,,
MHR.3001.BLEED.1529,MHR.3001,NO,1529,,,
MHR.3002.BLEED.1529,MHR.3002,NO,1529,,,
MHR.3003.BLEED.1435,MHR.3003,NO,1435,,,
MHR.3004.BLEED.1435,MHR.3004,NO,1435,,,
MHR.3005.BLEED.1665,MHR.3005,NO,1665,,,
MHR.3006.BLEED.1665,MHR.3006,NO,1665,,,
MHR.3007.BLEED.1664,MHR.3007,YES,1664,,,
MHR.3008.BLEED.1664,MHR.3008,YES,1664,X50 instead of x80,,
MHR.3009.BLEED.1662,MHR.3009,YES,1662,,,
